# Works excluded from search/collections (indexed: false at build time).
#
# TWO PRUNE WAVES (third column says which):
#  1. numeric mbcov  — 2026-07-23 coverage prune (see curation/decision-data/FINDINGS.md §5.3
#     and curation/INDEX_DECISIONS.md; per-work snapshot: curation/decision-data/site_index_scored.csv):
#     REMOVE = mbcov < 5 AND not blind-spot-whitelisted AND not verified-canonical.
#     NOTE: mbcov was fuzzy-title-matched and inflated for generic titles.
#  2. 'ledger-cleanup' — 2026-07-31 convergence on the bluegrass canon. KEEP needed
#     two independent signals: any two of {MB coverage, Strum Machine catalog,
#     BluegrassLyrics.com} — or instrumental jam canon (tune list/tab/ABC), a
#     curated-bluegrass-artist credit, or user origin. Single-signal rows pruned.
#     Every pruned title was then manually reviewed (163 rescued via keep:).
#
# POLICY (Mike, 2026-07-31): the searchable index is deliberately bluegrass +
# bluegrass-adjacent. The full archive stays on disk and resolves by direct URL;
# nothing here is deleted, and anything can come back later.
#
# Non-destructive: works stay on disk and resolve by direct URL; user-origin
# works are never pruned regardless of this list; registry keep: entries win.
#
# RESTORE a song:  ./scripts/utility curate unprune <work-id> --reason "..."
# RESTORE in bulk: delete rows here (or add keep: entries), then rebuild.
id,title,mbcov
all-of-the-monkeys-ain-t-in-the-zoo,All Of The Monkeys Ain't In The Zoo,1
all-of-the-time,All Of The Time,4
all-over-again,All Over Again,2
all-over-me,All Over Me,1
all-over-my-mind,All Over My Mind,0
all-prayed-up,All Prayed Up,3
all-right-i-ll-sign-the-papers,All Right I'll Sign The Papers,1
all-right-lyrics-chords,All Right Lyrics chords,0
all-shook-up,All Shook Up,2
all-that-i-am,All That I Am,0
all-that-i-m-asking-is-sympathy,All That I'm Asking Is Sympathy,1
all-that-keeps-me-goin,All That Keeps Me Goin',0
all-that-keeps-me-going,All That Keeps Me Going,0
all-that-she-could-take,All That She Could Take,3
all-that-we-ve-got-left,All That We've Got Left,0
all-the-beer-and-all-my-friends-are-gone,All The Beer And All My Friends Are Gone,4
all-the-dreamin-they-could-stand,All The Dreamin' They Could Stand,1
all-the-good-is-gone,All The Good Is Gone,4
all-the-good-things-are-gone,All The Good Things Are Gone,4
all-the-lonely-women-in-the-world,All The Lonely Women In The World,1
all-the-love-i-ever-had,All The Love I Ever Had,2
all-the-love-i-had-is-gone,All The Love I Had Is Gone,3
all-the-people-are-talkin,All The People Are Talkin',1
all-the-praises,All The Praises,1
all-the-tea-in-china,All The Tea In China,1
all-the-time,All the Time,3
all-the-way,All The Way,1
all-the-way-through,All The Way Through,1
all-the-way-to-love,All The Way To Love,2
all-the-way-together,All The Way Together,1
all-the-way-with-jesus,All The Way With Jesus,1
all-the-world-and-the-seven-seas,All The World And The Seven Seas,1
all-the-world-is-lonely-now,All the World is Lonely Now,1
all-things-to-all-things,All Things To All Things,0
all-those-years,All Those Years,1
all-those-yesterdays,All Those Yesterdays,1
all-together-now,All Together Now,1
all-we-had-going-is-gone,All We Had Going Is Gone,4
all-wrapped-up-in-christmas,All Wrapped Up in Christmas,3
alla-my-love-lyrics-chords,Alla My Love Lyrics Chords,2
allegheny-moon,Allegheny Moon,0
allentown-polka,Allentown Polka,1
allergic-to-the-blues,Allergic To The Blues,1
alley-girl-ways,Alley Girl Ways,2
allison-miranda,Allison Miranda,0
almost,Almost,0
almost-all-the-time,Almost All The Time,4
almost-always-true,Almost Always True,1
almost-can-t,Almost Can't,0
almost-dawn-in-denver,Almost Dawn in Denver,3
almost-eighteen,Almost Eighteen,1
almost-hear-the-blues,Almost Hear The Blues,1
almost-in-love,Almost In Love,1
almost-jamaica,Almost Jamaica,0
almost-persuaded,Almost Persuaded,1
almost-persuaded-gospel,Almost Persuaded (Gospel),1
almost-there,Almost There,1
aloha-oe,Aloha Oe,1
alone-and-broke-in-birmingham,Alone And Broke In Birmingham,4
alone-and-forsaken,Alone and Forsaken,3
along-about-daybreak,Along About Daybreak,4
along-the-navajo-trail,Along the Navajo Trail,1
along-the-road,Along the Road,1
along-the-santa-fe-trail,Along The Santa Fe Trail,2
along-the-way,Along The Way,3
alpha-and-omega,Alpha And Omega,1
already-gone,Already Gone,1
alright-i-m-wrong,Alright I'm Wrong,2
always,Always,0
always-a-bridesmaid,Always a Bridesmaid,1
always-alone,Always Alone,4
always-always,Always Always,1
always-be-kind-to-your-mother,Always Be Kind To Your Mother,1
always-have-always-will,Always Have Always Will,2
always-just-a-memory-away,Always Just A Memory Away,1
always-late,Always Late,2
always-late-with-your-kisses,Always Late With Your Kisses,2
always-leaving-always-gone,Always Leaving Always Gone,4
always-never-the-same,Always Never The Same,1
always-remember,Always Remember,3
always-the-first-time,Always The First Time,1
always-true,Always True,1
am-i-a-fool,Am I A Fool,1
am-i-born-to-die,Am I Born To Die,3
am-i-locking-someone-in,Am I Locking Someone In,0
am-i-losing-you,Am I Losing You,1
am-i-losing-your-memory-or-mine,Am I Losing Your Memory Or Mine,2
am-i-not-my-brother-s-keeper,Am I Not My Brother's Keeper,1
am-i-ready,Am I Ready,1
am-i-standing-in-your-way,Am I Standing In Your Way,4
am-i-that-easy-to-forget-lyrics-chords,Am I That Easy to Forget Lyrics chords,2
am-i-the-only-thing-you-ve-done-wrong,Am I The Only Thing You've Done Wrong,2
am-i-to-be-the-one,Am I To Be The One,4
amarillo,Amarillo,2
amarillo-1,Amarillo,2
amarillo-by-morning,Amarillo By Morning,2
amarillo-highway,Amarillo Highway,2
amateur-in-love,Amateur In Love,2
amazing-love,Amazing Love,1
amber-tresses,Amber Tresses,2
amelia-earhart,Amelia Earhart,2
amen,Amen,0
america-s-sweetheart,America's Sweetheart,1
america-the-beautiful,America The Beautiful,2
america-the-ugly,America The Ugly,3
american-by-birth,American By Birth,0
american-dream,American Dream,1
american-dream-1,American Dream,1
american-honky-tonk-bar-association,American Honky Tonk Bar Association,2
american-made,American Made,0
american-pride,American Pride,2
americana,Americana,0
amigo,Amigo,0
amigo-s-guitar,Amigo's Guitar,2
among-my-souvenirs,Among My Souvenirs,3
amsterdam,Amsterdam,0
amy-s-eyes,Amy's Eyes,0
an-affair-to-remember,An Affair To Remember,3
an-all-american-bluegrass-girl,An All American Bluegrass Girl,2
an-american-dream,An American Dream,1
an-american-trilogy,An American Trilogy,0
an-article-from-life,An Article From Life,1
an-empty-cup,An Empty Cup,1
an-empty-cup-a-broken-date,An Empty Cup A Broken Date,2
an-empty-mansion,An Empty Mansion,2
an-evening-prayer,An Evening Prayer,2
an-eye-for-an-eye,An Eye For An Eye,0
an-hour-and-a-six-pack,An Hour And A Six Pack,1
an-occasional-eagle,An Occasional Eagle,0
an-occasional-rose,An Occasional Rose,1
an-old-farm-for-sale,An Old Farm For Sale,1
an-old-fashioned-christmas,An Old Fashioned Christmas,3
an-old-log-cabin-for-sale,An Old Log Cabin For Sale,4
an-old-love-affair,An Old Love Affair,2
an-old-love-affair-now-showing,An Old Love Affair Now Showing,2
an-old-memory-found-its-way-back-home-again,An Old Memory (Found Its Way Back Home Again),1
an-old-memory-got-in-my-eye,An Old Memory Got In My Eye,1
an-old-memorys-arms,An Old Memory’s Arms,0
an-old-pair-of-shoes,An Old Pair Of Shoes,1
an-old-rocking-chair,An Old Rocking Chair,2
an-old-sweetheart-of-mine-chords-and,An Old Sweetheart Of Mine chords and,2
an-out-of-control-raging-fire,An Out Of Control Raging Fire,4
anchored-in-love,Anchored In Love,1
ancient-history,Ancient History,1
ancient-history-1,Ancient History,1
and-i-ll-go,And I'll Go,2
and-i-love-you-so,And I Love You So,1
and-so-it-goes,And So It Goes,2
and-then,And Then,1
angel-eyes,Angel Eyes,1
angel-with-a-broken-wing,Angel With A Broken Wing,1
angela-jones,Angela Jones,1
angels,Angels,1
angels-among-us,Angels Among Us,1
angels-and-alcohol,Angels And Alcohol,1
angels-are-hard-to-find,Angels Are Hard To Find,1
angels-don-t-lie,Angels Don't Lie,2
angels-rejoiced,Angels Rejoiced,1
angels-watching-over-me,Angels Watching Over Me,4
anger-and-tears,Anger and Tears,1
angry,Angry,0
angry-words,Angry Words,1
anita-you-re-dreaming,Anita You're Dreaming,1
ann,Ann,0
anna,Anna,3
anna-1,Anna,3
anna-marie,Anna Marie,1
annie-laurie,Annie Laurie,3
annie-over,Annie Over,1
annie-s-song-lyrics-and-chords,Annie's Song Lyrics and Chords,1
anniversary-waltz,Anniversary Waltz,2
anonymous,Anonymous,0
another,Another,0
another-beer-drinking-song,Another Beer Drinking Song,1
another-broken-heart,Another Broken Heart,1
another-by-my-side,Another By My Side,1
another-chance,Another Chance,0
another-chance-at-love,Another Chance At Love,2
another-cup-of-coffee,Another Cup of Coffee,1
another-day-another-dollar,Another Day Another Dollar,3
another-good-reason,Another Good Reason,1
another-just-like-me,Another (Just Like Me),0
another-lonely-song,Another Lonely Song,1
another-lonesome-morning,Another Lonesome Morning,2
another-man-s-fool,Another Man's Fool,1
another-man-s-woman,Another Man's Woman,1
another-mule,Another Mule,0
another-place-another-time,Another Place Another Time,4
another-pot-o-tea,Another Pot O' Tea,0
another-pretty-country-song,Another Pretty Country Song,2
another-shot-of-toddy,Another Shot Of Toddy,0
another-sleepless-night,Another Sleepless Night,1
another-song-another-drink,Another Song Another Drink,3
another-story,Another Story,1
another-tear,Another Tear,1
another-tomorrow,Another Tomorrow,2
another-woman,Another Woman,1
another-woman-s-man-another-man-s-woman-lyrics-chords,Another Woman's Man Another Man's Woman Lyrics chords,1
another-world,Another World,1
answer-me-my-love-lyrics-and-chords,Answer Me My Love Lyrics and Chords,2
answer-the-phone,Answer The Phone,1
answer-to-the-galveston-rose,Answer To The Galveston Rose,1
answer-to-weeping-willow,Answer To Weeping Willow,1
answers,Answers,1
answers-to-my-questions,Answers To My Questions,1
anthem-84,Anthem 84,1
ants-on-a-log,Ants On A Log,1
any-bar-in-birmingham,Any Bar In Birmingham,1
any-day-now,Any Day Now,1
any-minute-now,Any Minute Now,1
any-old-arms-won-t-do,Any Old Arms Won't Do,1
any-old-love-wont-do,Any Old Love Won’t Do,2
any-old-miracle,Any Old Miracle,4
any-old-wind-that-blows,Any Old Wind That Blows,1
any-ole-reason,Any Ole Reason,1
any-ole-time,Any Ole Time,1
any-one-any-worse-any-where,Any One Any Worse Any Where,4
any-single-solitary-heart,Any Single Solitary Heart,3
anybody-but-me,Anybody But Me,0
anybody-else-s-heart-but-mine,Anybody Else's Heart But Mine,3
anybody-s-girl,Anybody's Girl,2
anymore,Anymore,0
anymore-1,Anymore,0
anymore-2,Anymore,0
anyone-who-isn-t-me-tonight,Anyone Who Isn't Me Tonight,1
anyplace-you-want-to-go,Anyplace You Want To Go,1
anything,Anything,0
anything-but-lonesome,Anything But Lonesome,4
anything-leaving-town-today,Anything Leaving Town Today,4
anything-new-gets-old,Anything New Gets Old,0
anything-s-better-than-nothing,Anything's Better Than Nothing,1
anything-your-heart-desires,Anything Your Heart Desires,3
anytime,Anytime,0
anytime-i-m-your-man,Anytime I'm Your Man,1
anytime-lyrics-and-chords,Anytime Lyrics and Chords,1
anyway,Anyway,0
anyway-i-can,Anyway I Can,1
anywhere-but-here,Anywhere But Here,0
anywhere-is-home,Anywhere is Home,3
anywhere-is-home-when-you-re-with-me,Anywhere Is Home When You're With Me,1
anywhere-just-inside-your-arms,Anywhere Just Inside Your Arms,1
anywhere-on-earth-you-are,Anywhere On Earth You Are,1
anywhere-the-wind-blows,Anywhere The Wind Blows,1
anywhere-with-jesus,Anywhere With Jesus,1
apart-for-a-while,Apart For A While,0
apartment-9,Apartment # 9,0
apologize,Apologize,0
appalachian-mountain-girl,Appalachian Mountain Girl,1
apple-jack,Apple Jack,1
apples-raisins-and-roses,Apples Raisins And Roses,3
april-fool,April Fool,1
april-fools-day,April Fools Day,0
april-s-fool,April's Fool,1
april-s-fool-1,April's Fool,1
aragon-mill,Aragon Mill,2
are-the-good-times-really-over-for-good,Are The Good Times Really Over For Good,2
are-the-seeds-still-in-the-barn,Are The Seeds Still In The Barn,1
are-they-gonna-make-us-outlaws-again,Are They Gonna Make Us Outlaws Again,1
are-we-making-love-or-just-making-friends,Are We Making Love Or Just Making Friends,3
are-ye-able-said-the-master,Are Ye Able Said The Master,1
are-you-afraid-to-speak-our-savior-s-name,Are You Afraid To Speak Our Savior's Name,1
are-you-alone,Are You Alone,1
are-you-ashamed-to-call-me-darlin,Are You Ashamed To Call Me Darlin',1
are-you-lonesome-tonight,Are You Lonesome Tonight,2
are-you-lost-in-sin,Are You Lost In Sin,4
are-you-sure-hank-done-it-this-way,Are You Sure Hank Done it This Way,1
are-you-teasin-me,Are You Teasin’ Me,1
aristocrat,Aristocrat,0
arizona-waltz,Arizona Waltz,2
arizona-whiz,Arizona Whiz,2
arkansas-hoosier,Arkansas Hoosier,1
arms-full-of-empty,Arms Full Of Empty,1
arms-of-a-fool,Arms of a Fool,1
arms-of-mary,Arms Of Mary,2
around-here,Around Here,3
around-the-world,Around The World,2
art-o-keeffe-s-polka,Art O'Keeffe's Polka,0
arthritis-blues,Arthritis Blues,0
artificial-heart,Artificial Heart,1
artificial-rose,Artificial Rose,1
artificial-tears,Artificial Tears,1
as-any-fool-can-see,As Any Fool Can See,1
as-close-as-we-ll-ever-be,As Close As We'll Ever Be,3
as-easy-as-our-blessings,As Easy as Our Blessings,2
as-far-as-i-m-concerned,As Far As I'm Concerned,0
as-far-as-it-goes,As Far as It Goes,0
as-far-as-this-feeling-will-take-us,As Far As This Feeling Will Take Us,1
as-god-is-my-witness,As God Is My Witness,2
as-good-as-a-lonely-girl-can-be,As Good As A Lonely Girl Can Be,2
as-i-went-out-upon-the-ice,As I Went Out Upon the Ice,1
as-if-i-didn-t-know,As If I Didn't Know,1
as-long-as-i-ll-forgive,As Long As I'll Forgive,1
as-long-as-i-love,As Long As I Love,1
as-long-as-i-m-dreaming,As long As I'm Dreaming,1
as-long-as-i-m-dreaming-lyrics-and-chords,As Long as I'm Dreaming Lyrics and Chords,1
as-long-as-i-m-rockin-with-you,As Long As I'm Rockin' With You,1
as-long-as-the-winds-blow,As Long As The Winds Blow,1
as-long-as-there-s-a-chance,As Long As There's A Chance,0
as-long-as-there-s-a-heartbeat,As Long As There's A Heartbeat,0
as-long-as-there-s-a-shadow,As Long As There's A Shadow,2
as-long-as-there-s-a-sunday,As Long As There's A Sunday,2
as-long-as-we-can,As Long As We Can,0
as-long-as-we-ve-got-each-other,As Long As We've Got Each Other,0
as-lovely-as-you,As Lovely As You,2
as-much,As Much,1
as-of-now,As Of Now,1
as-right-now,As Right Now,1
as-simple-as-i-am,As Simple As I Am,0
as-soon-as-i-touch-calvary,As Soon As I Touch Calvary,3
as-tears-go-by,As Tears Go By,2
as-the-day-wears-on,As The Day Wears On,1
as-the-honky-tonk-turns,As The Honky Tonk Turns,2
as-usual,As Usual,0
as-we-kiss-our-world-goodbye,As We Kiss Our World Goodbye,1
ashamed,Ashamed,0
ashamed-of-myself,Ashamed Of Myself,0
ashamed-to-own-the-blessed-savior,Ashamed To Own The Blessed Savior,1
ashamed-to-own-the-blessed-savior-1,Ashamed To Own The Blessed Savior,1
ashes-by-now,Ashes by Now,4
ashes-in-the-wind,Ashes In The Wind,4
ashes-to-ashes,Ashes To Ashes,1
ask-me-how-i-know,Ask Me How I Know,1
asleep,Asleep,0
asleep-in-jesus,Asleep In Jesus,1
at-an-altar-of-prayer,At An Altar Of Prayer,1
at-calvary,At Calvary,1
at-christmas,At Christmas,3
at-mail-call-today,At Mail Call Today,1
at-mail-call-today-1,At Mail Call Today,1
at-the-bottom-of-the-bottle,At the Bottom Of The Bottle,1
at-the-close-of-a-long-long-day,At The Close Of A Long Long Day,1
at-the-club-alibi,At The Club Alibi,1
at-the-corner-of-walk-and-don-t-walk,At The Corner Of Walk And Don't Walk,1
at-the-cross,At The Cross,2
at-the-crossing,At The Crossing,1
at-the-end-of-a-long-lonely-day,At The End Of A Long Lonely Day,1
at-the-end-of-long-lonely-day,At The End Of Long Lonely Day,3
at-the-end-of-nowhere,At The End Of Nowhere,3
at-the-end-of-the-day,At The End Of The Day,1
at-the-feet-of-jesus,At The Feet Of Jesus,1
at-the-foot-of-the-cross,At The Foot Of The Cross,1
at-the-moonlight,At The Moonlight,3
at-the-rainbow-s-end,At The Rainbow's End,1
at-the-roll-call,At The Roll Call,1
at-the-time,At The Time,4
atlanta-anymore,Atlanta Anymore,0
atlantic-coastal-line,Atlantic Coastal Line,1
atta-boy-girl,Atta Boy Girl,2
atta-way-to-go,Atta Way To Go,0
auctioneer,Auctioneer,3
aura-lee,Aura Lee,0
austin-prison,Austin Prison,1
automatic-mama,Automatic Mama,3
autumn-of-my-life,Autumn Of My Life,2
avenue-of-prayer,Avenue Of Prayer,1
avery-county,Avery County,1
away-out-on-a-mountain,Away Out On A Mountain,3
away-out-on-the-saint-sabbath,Away Out On The Saint Sabbath,1
away-out-there,Away Out There,1
b-j-the-d-j,B.J. The D.J.,1
babies-in-the-mill,Babies In The Mill,2
babies-stop-your-crying,Babies Stop Your Crying,1
baby,Baby,0
baby-baby-bye-bye,Baby Baby Bye Bye,2
baby-baby-i-know-you-re-a-lady,Baby Baby (I Know You're A Lady),1
baby-blue,Baby Blue,1
baby-come-home,Baby Come Home,1
baby-don-t-be-looking-in-my-mind,Baby Don't Be Looking In My Mind,1
baby-don-t-go,Baby Don't Go,3
baby-dont-get-hooked-on-me,Baby Don’t Get Hooked On Me,1
baby-face,Baby Face,1
baby-i-m-burning,Baby I'm Burning,1
baby-i-m-in-love-with-you,Baby I'm In Love With You,1
baby-i-m-ready,Baby I'm Ready,1
baby-i-m-sorry,Baby I'm Sorry,2
baby-i-m-yours,Baby I'm Yours,1
baby-i-need-lovin,Baby I Need Lovin',1
baby-i-tried,Baby I Tried,1
baby-is-gone,Baby Is Gone,4
baby-it-s-love,Baby It's Love,2
baby-it-s-so-hard-to-be-good,Baby It's So Hard To Be Good,1
baby-it-s-yours,Baby It's Yours,1
baby-jesus,Baby Jesus,1
baby-let-s-play-house-i-wanna-play-house-with-you,Baby Let's Play House (I Wanna Play House With You),4
baby-linda,Baby Linda,3
baby-made-it-good,Baby Made It Good,1
baby-me-baby,Baby Me Baby,3
baby-my-heart,Baby My Heart,3
baby-on-board,Baby On Board,1
baby-please,Baby Please,1
baby-put-your-clothes-on,Baby Put Your Clothes On,1
baby-ride-easy,Baby Ride Easy,4
baby-s-back-again,Baby's Back Again,2
baby-s-gone-blues,Baby's Gone Blues,1
baby-s-got-a-hold-on-me,Baby's Got A Hold On Me,1
baby-shark,Baby shark,1
baby-she-s-gone,Baby She's Gone,4
baby-sister,Baby Sister,1
baby-take-a-picture,Baby Take A Picture,2
baby-thanks-but-no-thanks,Baby Thanks But No Thanks,1
baby-that-s-cold,Baby That's Cold,1
baby-that-s-living,Baby That's Living,1
baby-wants-to-boogie,Baby Wants To Boogie,3
baby-we-re-really-in-love,Baby We're Really In Love,2
baby-were-really-in-love,Baby We’re Really In Love,2
baby-why-not,Baby Why Not,3
baby-won-t-you-please-come-home,Baby Won't You Please Come Home,1
baby-you-ve-got-what-it-takes,Baby You've Got What It Takes,1
baby-your-mother-like-she-babied-you,Baby Your Mother (Like She Babied You),2
back-again,Back Again,1
back-from-the-wine,Back From The Wine,1
back-in-baby-s-arms,Back in Baby's Arms,1
back-in-my-baby-s-arms-again,Back In My Baby's Arms Again,2
back-in-my-younger-days,Back In My Younger Days,1
back-in-the-arms-of-love,Back in the Arms of Love,2
back-in-the-country,Back In The Country,1
back-in-the-doo-wah-days,Back In The Doo Wah Days,1
back-in-the-fire,Back In The Fire,4
back-in-the-fold,Back In The Fold,1
back-in-the-saddle-again,Back In The Saddle Again,2
back-in-the-swing-of-things,Back In The Swing Of Things,1
back-in-the-swing-of-things-again,Back In The Swing Of Things Again,2
back-in-your-arms-again,Back In Your Arms Again,2
back-in-your-own-backyard,Back In Your Own Backyard,1
back-on-her-mind-again,Back On Her Mind Again,2
back-on-my-feet,Back On My Feet,1
back-on-my-mind-again,Back On My Mind Again,2
back-pocket-money,Back Pocket Money,2
back-street-affair,Back Street Affair,1
back-then,Back Then,1
back-to-atlanta,Back To Atlanta,1
back-to-back,Back To Back,1
back-to-back-1,Back To Back,1
back-to-back-2,Back To Back,1
back-to-back-we-re-strangers,Back To Back (We're Strangers),1
back-to-bein-me,Back To Bein' Me,2
back-to-denver,Back To Denver,1
back-to-hers,Back To Hers,1
back-to-life,Back To Life,1
back-to-montego-bay,Back To Montego Bay,1
back-to-old-smoky-mountain,Back To Old Smoky Mountain,3
back-to-schooldays,Back To Schooldays,1
back-to-the-barrooms,Back To The Barrooms,1
back-to-the-barrooms-again,Back To The Barrooms Again,2
back-to-the-country-lyrics-chords,Back To The Country Lyrics Chords,1
back-to-the-country-roads,Back To The Country Roads,2
back-to-the-doghouse,Back To The Doghouse,1
back-to-the-simple-things,Back To The Simple Things,1
back-to-the-wall,Back To The Wall,1
back-to-the-well,Back To The Well,3
back-up-against-the-wall,Back Up Against The Wall,3
back-up-buddy,Back Up Buddy,1
back-when,Back When,1
back-when-gas-was-thirty-cents-a-gallon,Back When Gas Was Thirty Cents A Gallon,1
back-when-the-old-homeplace-was-new,Back When The Old Homeplace Was New,1
back-when-we-were-young,Back When We Were Young,1
back-where-it-s-at,Back Where It's At,1
back-where-we-belong,Back Where We Belong,2
backbone-job,Backbone Job,0
backroads,Backroads,1
backside-of-thirty,Backside Of Thirty,0
backslide,Backslide,0
backslider-s-prayer,Backslider's Prayer,1
backtrack,Backtrack,0
backward-turn-backward,Backward Turn Backward,1
backwoods-barbie,Backwoods Barbie,1
bacon-rind,Bacon Rind,0
bad-bad-day,Bad Bad Day,1
bad-bad-leroy-brown,Bad Bad Leroy Brown,0
bad-day-for-the-blues,Bad Day For The Blues,1
bad-girl,Bad Girl,2
bad-love-story,Bad Love Story,2
bad-news,Bad News,1
bad-news-travels-fast,Bad News Travels Fast,0
bad-seed,Bad Seed,1
bad-things-i-do,Bad Things I Do,1
bad-times-a-coming,Bad Times A Coming,1
bald-knob-arkansas,Bald Knob Arkansas,2
ballad-of-a-teenage-queen,Ballad Of A Teenage Queen,1
ballad-of-carlena,Ballad Of Carlena,0
ballad-of-davy-crockett,Ballad Of Davy Crockett,1
ballad-of-forty-dollars,Ballad Of Forty Dollars,3
ballad-of-lucy-jordon,Ballad Of Lucy Jordon,1
ballad-of-sally-rose,Ballad Of Sally Rose,1
ballad-of-the-grand-ole-opry,Ballad Of The Grand Ole Opry,1
ballad-of-the-green-berets-1,Ballad Of The Green Berets,1
ballenger,Ballenger,0
ballin-the-jack,Ballin' The Jack,1
ballydesmond-polka,Ballydesmond Polka,0
ballyoran-polka,Ballyoran Polka,0
band-keeps-playing-on,Band Keeps Playing On,1
band-of-gold,Band Of Gold,1
bandera,Bandera,0
bandera-waltz,Bandera Waltz,2
bandit,Bandit,1
bandito-gold,Bandito Gold,1
bandits-of-beverly-hills,Bandits Of Beverly Hills,0
bandy-the-rodeo-clown,Bandy The Rodeo Clown,1
banjo-in-the-hollow,Banjo In the Hollow,1
baptism,Baptism,0
bar-fly,Bar Fly,2
bar-with-no-beer,Bar With No Beer,0
barbara,Barbara,0
barbara-don-t-let-me-be-the-last-to-know,Barbara Don't Let Me Be the Last to Know,1
barefoot-ballad,Barefoot Ballad,0
barefoot-santa-claus,Barefoot Santa Claus,4
barely-beatin-broken-heart,Barely Beatin' Broken Heart,3
